№,Источник,Текст,Строк,Схема_рифмовки,Рифмующиеся_слова,Валидность
303,Сгенерировано AI (Perplexity),"Я любила переводчика
Он языки знал многие
Но в постели без слов
Всё понимал он строго",4,ABCB,"['переводчика', 'многие', 'слов', 'строго']",1.0
224,Сгенерировано AI (Perplexity),"На работе я встречалась
С парнем из бухгалтерии
Он балансы составлял
И в постели равновесие держал",4,ABCB,"['встречалась', 'бухгалтерии', 'составлял', 'держал']",1.0
419,Сгенерировано AI (Perplexity),"Парень мой работал на стройке
Бетон мешал он крепкий
Но в постели как строитель
Все фундаменты клал цепкий",4,ABCB,"['стройке', 'крепкий', 'строитель', 'цепкий']",1.0
220,Сгенерировано AI (Perplexity),"Я ходила к стоматологу
Он зубы мне лечил
Но в постели оказалось
Что не только дрелью он владел",4,ABCB,"['стоматологу', 'лечил', 'оказалось', 'владел']",1.0
130,Veselye-Russkie-chastushki.html,"Как дубинкой вас ударят – 
Вы невольно вскрикнете
Раз ударят, два ударят, 
А потом привыкнете",4,ABAB,"['ударят', 'вскрикнете', 'ударят', 'привыкнете']",1.0
421,Сгенерировано AI (Perplexity),"Я работала в аптеке
Таблетки выдавала больным
Но один пациент был
Свою пилюлю дал больным",4,ABCB,"['аптеке', 'больным', 'был', 'больным']",1.0
290,Сгенерировано AI (Perplexity),"На презентации я была
Спикер доклад читал
После он меня позвал
И свой слайд показал",4,ABCB,"['была', 'читал', 'позвал', 'показал']",1.0
445,Сгенерировано AI (Perplexity),"Самогонку деду налили
Он выпил девять стаканов
А когда протрезвел наконец
Не нашёл свои карманы",4,ABCB,"['налили', 'стаканов', 'наконец', 'карманы']",1.0
377,Сгенерировано AI (Perplexity),"Самогон мы с приятелем
Пили на веранде летней
А когда жёны узнали
Прогнали нас всех бессмертной",4,ABCB,"['приятелем', 'летней', 'узнали', 'бессмертной']",1.0
292,Сгенерировано AI (Perplexity),"Самогонку бабка варит
Рецепт держит в секрете
Выпьешь кружку и забудешь
Где ты был на этом свете",4,ABCB,"['варит', 'секрете', 'забудешь', 'свете']",1.0
356,Сгенерировано AI (Perplexity),"Парень мой работал в обсерватории
Кометы отслеживал он яркие
Но в постели как астроном
Все траектории проложил жаркие",4,ABCB,"['обсерватории', 'яркие', 'астроном', 'жаркие']",1.0
295,Сгенерировано AI (Perplexity),"На вечеринке я танцевала
Бартендер коктейли мешал
Он меня в уголок позвал
И свой напиток дал",4,ABCB,"['танцевала', 'мешал', 'позвал', 'дал']",1.0
397,Сгенерировано AI (Perplexity),"Самогон мы с дядей
Пили на крыльце всю ночь
А когда домой зашли
Нас прогнали жёны прочь",4,ABCB,"['дядей', 'ночь', 'зашли', 'прочь']",1.0
341,Сгенерировано AI (Perplexity),"Парень мой работал на таможне
Багаж проверял он строго
Но в постели как инспектор
Все отсеки осмотрел много",4,ABCB,"['таможне', 'строго', 'инспектор', 'много']",1.0
113,Русские народные частушки.html,"На трубе сидит петух
Он кричит, что видит двух: 
Ванечку с цветами, 
Петеньку с деньгами!",4,AABB,"['петух', 'двух', 'цветами', 'деньгами']",1.0
180,Сгенерировано AI (Perplexity),"Вася пьяный в бане был
С нами вместе парился
Полотенце уронил
Весь размер его раскрылся",4,ABCB,"['был', 'парился', 'уронил', 'раскрылся']",1.0
308,Сгенерировано AI (Perplexity),"Я работала в химчистке
Одежду чистила я людям
Но один клиент остался
Своё бельё показал худо",4,ABCB,"['химчистке', 'людям', 'остался', 'худо']",1.0
433,Сгенерировано AI (Perplexity),"На пикнике мы сидели
Костёр горел весь вечер
Один турист меня увёл
И развёл свой костёр вечер",4,ABCB,"['сидели', 'вечер', 'увёл', 'вечер']",1.0
488,Сгенерировано AI (Perplexity),"На ярмарке я торговала
Платки продавала яркие
Один покупатель был
Свой товар показал жаркий",4,ABCB,"['торговала', 'яркие', 'был', 'жаркий']",1.0
482,Сгенерировано AI (Perplexity),"Милый мой работал шахтёром
Руду добывал он глубоко
Но в постели как мастер
Все залежи находил легко",4,ABCB,"['шахтёром', 'глубоко', 'мастер', 'легко']",1.0
423,Сгенерировано AI (Perplexity),"На ярмарке я гуляла
Артисты выступали там
Один фокусник меня позвал
И свой фокус показал нам",4,ABCB,"['гуляла', 'там', 'позвал', 'нам']",1.0
234,Сгенерировано AI (Perplexity),"Я любила программиста
Он весь день в компе сидел
Но в постели как хакер
Все пароли мои взломал",4,ABCB,"['программиста', 'сидел', 'хакер', 'взломал']",1.0
312,Сгенерировано AI (Perplexity),"Самогонку бабка льёт
Всем соседям по стакану
Выпьют все и начинают
Петь частушки по плану",4,ABCB,"['льёт', 'стакану', 'начинают', 'плану']",1.0
165,Сгенерировано AI (Perplexity),"Милый мой такой умелый
Знал меня всю ночку до
Утром встал и говорит
Что не смог уж ничего",4,ABCB,"['умелый', 'до', 'говорит', 'ничего']",1.0
137,Русские народные частушки.html,"Ох, ты, яма, яма, яма… 
Я не знаю, кто копал
Шел милёнок на свиданье, 
Невзначай в неё упал",4,ABCB,"['яма', 'копал', 'свиданье', 'упал']",1.0
198,Сгенерировано AI (Perplexity),"Милый в отпуск уезжал
На недельку в Сочи ездил
А вернулся весь больной
Говорит что загорал лишь",4,ABCB,"['уезжал', 'ездил', 'больной', 'лишь']",1.0
259,Сгенерировано AI (Perplexity),"Милый мой работал охранником
Объекты охранял он строго
Но в постели как сторож
Все границы проверял чётко",4,ABCB,"['охранником', 'строго', 'сторож', 'чётко']",1.0
233,Сгенерировано AI (Perplexity),"Самогон мы с подругами
Пили в бане до утра
А когда все разбежались
Оказалось мужики тут наши вся",4,ABCB,"['подругами', 'утра', 'разбежались', 'вся']",1.0
116,Русские народные частушки.html,"Приходи ко мне любимый, 
Пирогами накормлю
Даже, если очень сивый, 
Все равно тебя люблю",4,ABAB,"['любимый', 'накормлю', 'сивый', 'люблю']",1.0
121,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"На Вогрэсовском мосту 
церковь обокрали 
В жопу выебли попа 
и в колокол насрали!",4,ABCB,"['мосту', 'обокрали', 'попа', 'насрали']",1.0
350,Сгенерировано AI (Perplexity),"На регате я была
Яхтсмены парус поднимали
Один капитан меня позвал
И свой штурвал показал",4,ABCB,"['была', 'поднимали', 'позвал', 'показал']",1.0
225,Сгенерировано AI (Perplexity),"Милый мой работал сантехником
Трубы чинил каждый день
Но в постели оказалось
Что течёт у него всегда",4,ABCB,"['сантехником', 'день', 'оказалось', 'всегда']",1.0
403,Сгенерировано AI (Perplexity),"Я работала на почте
Марки продавала людям
Но начальник отделенья
Свою марку дал мне будем",4,ABCB,"['почте', 'людям', 'отделенья', 'будем']",1.0
398,Сгенерировано AI (Perplexity),"Я работала в библиотеке
Манускрипты хранила редкие
Но библиотекарь главный был
Свой фолиант показал крепкий",4,ABCB,"['библиотеке', 'редкие', 'был', 'крепкий']",1.0
128,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"Мы с милёночком еблись 
в сорокоградусный мороз, 
Жопа инеем покрылась, 
хуй стоял, как Дед Мороз!",4,ABCB,"['еблись', 'мороз', 'покрылась', 'мороз']",1.0
286,Сгенерировано AI (Perplexity),"Парень мой работал лесником
По лесу ходил он смело
Но в постели как охотник
Все тропинки знал всецело",4,ABCB,"['лесником', 'смело', 'охотник', 'всецело']",1.0
412,Сгенерировано AI (Perplexity),"Милый мой работал пожарным
Пожары тушил он бравый
Но в постели как герой
Все огни гасил по праву",4,ABCB,"['пожарным', 'бравый', 'герой', 'праву']",1.0
108,Русские народные частушки.html,"А мне милый подарил 
Любовь свою верную, 
А я ему подарила 
Свою безразмерную",4,ABCB,"['подарил', 'верную', 'подарила', 'безразмерную']",1.0
371,Сгенерировано AI (Perplexity),"Парень мой работал сейсмологом
Землетрясения изучал он сильные
Но в постели как учёный
Все колебания знал стильные",4,ABCB,"['сейсмологом', 'сильные', 'учёный', 'стильные']",1.0
326,Сгенерировано AI (Perplexity),"Парень мой работал в обсерватории
В телескоп смотрел он в небо
Но в постели как учёный
Все тела изучал смело",4,ABCB,"['обсерватории', 'небо', 'учёный', 'смело']",1.0
134,Русские народные частушки.html,"Нету лета без июля, 
А июля без цветов; 
Нет любви без поцелуя — 
В поцелуе вся любовь!",4,ABAB,"['июля', 'цветов', 'поцелуя', 'любовь']",1.0
453,Сгенерировано AI (Perplexity),"На гулянке я танцевала
Гармонист играл частушки
Он меня к себе позвал
И сыграл на мне игрушки",4,ABCB,"['танцевала', 'частушки', 'позвал', 'игрушки']",1.0
45,Русские народные частушки.html,"Я любила бабу Дусю, 
Пироги когда пекла 
С винегретом и морковкой, 
То меня всегда звала",4,ABCB,"['дусю', 'пекла', 'морковкой', 'звала']",1.0
461,Сгенерировано AI (Perplexity),"Я работала на ткацкой
Нитки пряла я цветные
Но мастер главный был
Свою пряжу дал чудные",4,ABCB,"['ткацкой', 'цветные', 'был', 'чудные']",1.0
66,ChASTUShKI-18-MAT.html,"Гармонист у нас хороший, 
гармонист у нас один 
Давай девки соберемся 
и по разику дадим",4,ABCB,"['хороший', 'один', 'соберемся', 'дадим']",1.0
284,Сгенерировано AI (Perplexity),"Милый мой работал в театре
Роли играл он разные
Но в постели как актёр
Все сцены проигрывал классно",4,ABCB,"['театре', 'разные', 'актёр', 'классно']",1.0
86,Русские народные частушки.html,"Не хватает у нас места, 
Негде яблоку упасть! 
Хороша, свежа невеста, 
Так и хочется украсть!",4,ABAB,"['места', 'упасть', 'невеста', 'украсть']",1.0
243,Сгенерировано AI (Perplexity),"Я любила официанта
Он в кафе работал модном
Но в постели как повар
Все блюда мне подавал горячо",4,ABCB,"['официанта', 'модном', 'повар', 'горячо']",1.0
187,Сгенерировано AI (Perplexity),"Ваня с Петей побратались
Водку пили до утра
А под утро оказалось
Что они не братья вовсе да",4,ABCB,"['побратались', 'утра', 'оказалось', 'да']",1.0
384,Сгенерировано AI (Perplexity),"Милый мой работал в обсерватории
Экзопланеты искал он новые
Но в постели как астроном
Все миры открыл суровые",4,ABCB,"['обсерватории', 'новые', 'астроном', 'суровые']",1.0
160,Русские народные частушки.html,"Наступили холода, 
Холода суровые, 
А мне тёща напекла 
Пироги медовые",4,ABCB,"['холода', 'суровые', 'напекла', 'медовые']",1.0
13,Русские народные частушки.html,"Я стояла за крыльцом, 
А сказали: с молодцом
Я платочек вынимала,
А сказали: целовала",4,AABB,"['крыльцом', 'молодцом', 'вынимала', 'целовала']",1.0
36,Русские народные частушки.html,"Миленький, не стукайся, 
Хорошенький, не брякайся, 
Под середнее окно 
Тихонько поцарапайся",4,ABCB,"['стукайся', 'брякайся', 'окно', 'поцарапайся']",1.0
29,Veselye-Russkie-chastushki.html,"Не ходи по коридору 
Не стучи калошами 
Всё равно любить не буду 
Морда как у лошади!",4,ABAB,"['коридору', 'калошами', 'буду', 'лошади']",1.0
171,Сгенерировано AI (Perplexity),"На гулянке с Ваней пили
Он меня к себе позвал
Что мы ночью там творили
Утром сам не вспоминал",4,ABAB,"['пили', 'позвал', 'творили', 'вспоминал']",1.0
143,Русские народные частушки.html,"Не спеши, подружка, замуж, 
Походи по улице
Еще перина не готова — 
Перышки на курице",4,ABCB,"['замуж', 'улице', 'готова', 'курице']",1.0
399,Сгенерировано AI (Perplexity),"Милый мой работал в обсерватории
Нейтронные звёзды искал он яркие
Но в постели как астроном
Все объекты изучил жаркие",4,ABCB,"['обсерватории', 'яркие', 'астроном', 'жаркие']",1.0
343,Сгенерировано AI (Perplexity),"Я любила океанолога
Он моря изучал глубокие
Но в постели как ныряльщик
Все глубины познал широкие",4,ABCB,"['океанолога', 'глубокие', 'ныряльщик', 'широкие']",1.0
222,Сгенерировано AI (Perplexity),"Самогон у нас в посёлке
Каждый третий гонит сам
А в субботу все соседи
Встречаются по дворам",4,ABCB,"['посёлке', 'сам', 'соседи', 'дворам']",1.0
96,Русские народные частушки.html,"Мы с милёночком гуляли 
Возле нашего пруда; 
Нас лягушки напугали 
— Не пойдем больше туда",4,ABCB,"['гуляли', 'пруда', 'напугали', 'туда']",1.0
52,Русские народные частушки.html,"Хороша у нас природа, 
Речка рядом, лес кругом! 
Угощайтесь-ка с малиной 
Да и с рыбкой пирогом!",4,ABCB,"['природа', 'кругом', 'малиной', 'пирогом']",1.0
241,Сгенерировано AI (Perplexity),"Парень мой работал барменом
Коктейли мешал он разные
Но в постели как сомелье
Все вкусы мои определял",4,ABCB,"['барменом', 'разные', 'сомелье', 'определял']",1.0
485,Сгенерировано AI (Perplexity),"Самогонку деду льют
Он гуляет весь вечер
А когда домой приходит
Не находит свой колечко вече",4,ABCB,"['льют', 'вечер', 'приходит', 'вече']",1.0
379,Сгенерировано AI (Perplexity),"Милый мой работал в обсерватории
Туманности искал он дальние
Но в постели как учёный
Все скопления нашёл крайние",4,ABCB,"['обсерватории', 'дальние', 'учёный', 'крайние']",1.0
179,Сгенерировано AI (Perplexity),"На завалинке сижу я
С мужиками самогон
Дед сказал пойдём в сарай
Показал мне свой гудок",4,ABCB,"['я', 'самогон', 'сарай', 'гудок']",1.0
42,Veselye-Russkie-chastushki.html,"Не ругай меня, маманя, 
Что сметану пролила, 
Под окошком шёл Алёшка, 
Я без памяти была",4,ABCB,"['маманя', 'пролила', 'алёшка', 'была']",1.0
499,Сгенерировано AI (Perplexity),"Парень мой работал точильщиком
Ножи точил он остро
Но в постели как мастер
Все лезвия затачивал просто",4,ABCB,"['точильщиком', 'остро', 'мастер', 'просто']",1.0
422,Сгенерировано AI (Perplexity),"Милый мой работал монтажником
Высотки собирал он смело
Но в постели как верхолаз
Все этажи проходил всецело",4,ABCB,"['монтажником', 'смело', 'верхолаз', 'всецело']",1.0
207,Сгенерировано AI (Perplexity),"Баба Зина пироги
Продаёт на рынке каждый день
Но не только за деньги
А за член даёт скидку",4,ABCB,"['пироги', 'день', 'деньги', 'скидку']",1.0
283,Сгенерировано AI (Perplexity),"Я любила журналиста
Он статьи писал про всех
Но в постели как репортёр
Все интервью брал успех",4,ABCB,"['журналиста', 'всех', 'репортёр', 'успех']",1.0
255,Сгенерировано AI (Perplexity),"На дискотеке я танцевала
Диджей музыку крутил
После клуба он меня позвал
И свой ремикс показал живо",4,ABCB,"['танцевала', 'крутил', 'позвал', 'живо']",1.0
413,Сгенерировано AI (Perplexity),"На балу я танцевала
Вальс кружился весь вечер
Один кавалер меня увёл
И станцевал свой танец",4,ABCB,"['танцевала', 'вечер', 'увёл', 'танец']",1.0
5,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"А девки в озере купались, 
хуй резиновый нашли 
Целый день они ебались, 
даже в школу не пошли!",4,ABAB,"['купались', 'нашли', 'ебались', 'пошли']",1.0
257,Сгенерировано AI (Perplexity),"Самогонку мы с соседями
Пили в гараже до ночи
А когда все разошлись
Оказалось жёны наши тоже",4,ABCB,"['соседями', 'ночи', 'разошлись', 'тоже']",1.0
449,Сгенерировано AI (Perplexity),"Парень мой работал гончаром
Горшки лепил он глины
Но в постели как мастер
Все формы создавал дивны",4,ABCB,"['гончаром', 'глины', 'мастер', 'дивны']",1.0
101,Veselye-Russkie-chastushki.html,"Как заслышу я гармошку, 
Заиграет кровь ключом
Увлеклась я гармонистом, 
А гармошка – ни при чем!",4,ABCB,"['гармошку', 'ключом', 'гармонистом', 'чем']",1.0
227,Сгенерировано AI (Perplexity),"Парень мой играл в футбол
Был он быстрый очень ловкий
Но в постели как вратарь
Все ворота защищал крепко",4,ABCB,"['футбол', 'ловкий', 'вратарь', 'крепко']",1.0
430,Сгенерировано AI (Perplexity),"Самогон мы пили втроём
С другом и его женой
А под утро оказалось
Что я был там не с женой",4,ABCB,"['втроём', 'женой', 'оказалось', 'женой']",1.0
214,Сгенерировано AI (Perplexity),"Я работала на стройке
Там прораб был матерной
Но в постели ласковый
Все дыры заделывал ровно",4,ABCB,"['стройке', 'матерной', 'ласковый', 'ровно']",1.0
172,Сгенерировано AI (Perplexity),"Дед Иван в бане парился
С бабкой рядышком сидел
Веником так размахнулся
Что-то важное задел",4,ABAB,"['парился', 'сидел', 'размахнулся', 'задел']",1.0
99,Русские народные частушки.html,"– Это что же за грибочки 
Облепили все пенёчки? 
– Повезло же вам, ребята, 
Это – дружные опята!",4,AABB,"['грибочки', 'пенёчки', 'ребята', 'опята']",1.0
293,Сгенерировано AI (Perplexity),"Я любила инженера
Он чертежи рисовал
Но в постели как конструктор
Все схемы применял",4,ABCB,"['инженера', 'рисовал', 'конструктор', 'применял']",1.0
216,Сгенерировано AI (Perplexity),"Самогонку я варила
Получилась слишком крепкой
Выпил дед один стакан
И забыл что бабка рядом",4,ABCB,"['варила', 'крепкой', 'стакан', 'рядом']",1.0
62,Veselye-Russkie-chastushki.html,"Стоит милый у ворот, 
Широко разинул рот
Я не долго думала, 
Подошла и плюнула",4,AABB,"['ворот', 'рот', 'думала', 'плюнула']",1.0
48,Русские народные частушки.html,"Меня молодцы не любят 
И не любят мужики, 
А я бегаю с соплями 
И пускаю пузыри",4,ABCB,"['любят', 'мужики', 'соплями', 'пузыри']",1.0
33,ChASTUShKI-18-MAT.html,"Эх ёп вашу мать 
с вашими делами 
Не даете девку замуж, 
так ебите сами",4,ABCB,"['мать', 'делами', 'замуж', 'сами']",1.0
268,Сгенерировано AI (Perplexity),"Я работала в турагентстве
Путёвки продавала людям
Но один турист был
Свой маршрут показал худо",4,ABCB,"['турагентстве', 'людям', 'был', 'худо']",1.0
328,Сгенерировано AI (Perplexity),"Я работала в ресторане
Официантом там служила
Но один посетитель был
Свой заказ особый сделал",4,ABCB,"['ресторане', 'служила', 'был', 'сделал']",1.0
201,Сгенерировано AI (Perplexity),"Я работаю в столовой
Повар там такой горячий
Каждый день меня на кухне
На столе имеет прямо",4,ABCB,"['столовой', 'горячий', 'кухне', 'прямо']",1.0
447,Сгенерировано AI (Perplexity),"Милый мой работал на пасеке
Мёд собирал он сладкий
Но в постели как пчеловод
Все соты проверял гладко",4,ABCB,"['пасеке', 'сладкий', 'пчеловод', 'гладко']",1.0
28,Русские народные частушки.html,"Ох, кошка, брысь! 
На-порог не садись: 
А то миленький пойдет 
Спотыкнется — упадет",4,AABB,"['брысь', 'садись', 'пойдете', 'упадет']",1.0
425,Сгенерировано AI (Perplexity),"Самогонку деду дали
Он напился сразу крепко
А когда он протрезвел
Оказался у аптеки метко",4,ABCB,"['дали', 'крепко', 'протрезвел', 'метко']",1.0
231,Сгенерировано AI (Perplexity),"На пляже я загорала
Парень рядом лёг красивый
Он меня на коктейль позвал
А потом показал прилив",4,ABCB,"['загорала', 'красивый', 'позвал', 'прилив']",1.0
261,Сгенерировано AI (Perplexity),"Парень мой работал юристом
Договоры составлял умело
Но в постели как адвокат
Все дела мои вёл смело",4,ABCB,"['юристом', 'умело', 'адвокат', 'смело']",1.0
289,Сгенерировано AI (Perplexity),"Милый мой работал в цехе
Станки обслуживал он точно
Но в постели как токарь
Все детали вытачивал прочно",4,ABCB,"['цехе', 'точно', 'токарь', 'прочно']",1.0
163,Сгенерировано AI (Perplexity),"Ваня пьяный к нам пришёл
Штаны задом наперёд
У меня под одеялом
Свой здоровый х*й забыл",4,ABCB,"['пришёл', 'наперёд', 'одеялом', 'забыл']",1.0
426,Сгенерировано AI (Perplexity),"Я любила кузнеца
Он железо ковал горячо
Но в постели как мастер
Все детали гнул удачно",4,ABCB,"['кузнеца', 'горячо', 'мастер', 'удачно']",1.0
139,Русские народные частушки.html,"Летом скучно без частушек, 
Без весёлых песен - 
Без гармошки заводной 
Мир неинтересен!",4,ABCB,"['частушек', 'песен', 'заводной', 'неинтересен']",1.0
63,Русские народные частушки.html,"Выйду, выйду я плясать 
В новеньких ботинках, 
Все ребята говорят, 
Что я как картинка!",4,ABAB,"['плясать', 'ботинках', 'говорят', 'картинка']",1.0
136,Русские народные частушки.html,"Милый, что, милый, что? 
Милый сердится на что? 
То ли люди что сказали, 
То ли сам заметил что?",4,ABCB,"['что', 'что', 'сказали', 'что']",1.0
129,Русские народные частушки.html,"Молодая, ты послушно 
Выполняй наказы мужа, 
Муж, жене будь верным 
Не действуй ей на нервы!",4,AABB,"['послушно', 'мужа', 'верным', 'нервы']",1.0
477,Сгенерировано AI (Perplexity),"Милый мой работал трубочистом
Трубы чистил он старательно
Но в постели как мастер
Все каналы прочищал внимательно",4,ABCB,"['трубочистом', 'старательно', 'мастер', 'внимательно']",1.0
9,Veselye-Russkie-chastushki.html,"На дворе стоит туман
Сушится пеленка
Вся любовь твоя обман, 
Окромя ребенка",4,ABAB,"['туман', 'пеленка', 'обман', 'ребенка']",1.0
327,Сгенерировано AI (Perplexity),"Самогон мы с тестем
Пили на балконе тихо
А когда жёны узнали
Прогнали нас всех лихо",4,ABCB,"['тестем', 'тихо', 'узнали', 'лихо']",1.0
464,Сгенерировано AI (Perplexity),"Парень мой работал плотником
Двери делал он надёжно
Но в постели как столяр
Все пазы подгонял нежно",4,ABCB,"['плотником', 'надёжно', 'столяр', 'нежно']",1.0
65,ChASTUShKI-18-MAT.html,"Цыган цыганке говорит - 
У меня всегда стоит 
На столе бутылочка
Давай ка выпьем, милочка",4,AABB,"['говорит', 'стоит', 'бутылочка', 'милочка']",1.0
301,Сгенерировано AI (Perplexity),"Парень мой работал в порту
Контейнеры разгружал
Но в постели как докер
Все грузы перетаскивал",4,ABCB,"['порту', 'разгружал', 'докер', 'перетаскивал']",1.0
15,Русские народные частушки.html,"Эх, Семеновна, 
Моя ты крошечка, 
Да я пришел к тебе 
Да под окошечко",4,ABCB,"['семеновна', 'крошечка', 'тебе', 'окошечко']",1.0
157,Veselye-Russkie-chastushki.html,"Полюбила сокола, 
Ему носочки штопала
А он, проклятый крокодил, 
С другими шашни заводил",4,AABB,"['сокола', 'штопала', 'крокодил', 'заводил']",1.0
41,CMH-mzlff-bratishkin-Chastushki-3-Ditties-3-Lyrics-_-Genius-Lyrics.html,"Хилми в хату вошёл сразу — 
Все загадки выучил 
Но нарочно ошибался — 
выбирал ведь не вилочку",4,ABCB,"['сразу', 'выучил', 'ошибался', 'вилочку']",1.0
380,Сгенерировано AI (Perplexity),"На форуме я была
Специалисты опыт делились
Один эксперт меня позвал
И своим знанием поделился",4,ABCB,"['была', 'делились', 'позвал', 'поделился']",1.0
469,Сгенерировано AI (Perplexity),"Парень мой работал жестянщиком
Трубы гнул он ловко
Но в постели как мастер
Все швы запаивал чётко",4,ABCB,"['жестянщиком', 'ловко', 'мастер', 'чётко']",1.0
404,Сгенерировано AI (Perplexity),"Парень мой играл в хоккей
Был он быстрый на коньках
Но в постели как вратарь
Все броски ловил в руках",4,ABCB,"['хоккей', 'коньках', 'вратарь', 'руках']",1.0
217,Сгенерировано AI (Perplexity),"Я любила музыканта
Он играл на саксофоне
Но в постели предпочёл
Другим инструментом управлять",4,ABCB,"['музыканта', 'саксофоне', 'предпочёл', 'управлять']",1.0
280,Сгенерировано AI (Perplexity),"На концерте я стояла
Рокер там на сцене пел
После шоу он меня нашёл
И свой рок-н-ролл показал",4,ABCB,"['стояла', 'пел', 'нашёл', 'показал']",1.0
435,Сгенерировано AI (Perplexity),"Самогонку бабка варит
Шесть недель её настаивает
Выпьешь чарку и забудешь
Какой год сейчас бывает",4,ABCB,"['варит', 'настаивает', 'забудешь', 'бывает']",1.0
431,Сгенерировано AI (Perplexity),"Я работала портнихой
Платья шила я модные
Но один заказчик был
Свои мерки дал народные",4,ABCB,"['портнихой', 'модные', 'был', 'народные']",1.0
338,Сгенерировано AI (Perplexity),"Я работала в метеослужбе
Прогноз погоды составляла
Но синоптик главный был
Свой прогноз особый дал мне",4,ABCB,"['метеослужбе', 'составляла', 'был', 'мне']",1.0
237,Сгенерировано AI (Perplexity),"Парень мой работал в такси
Город весь он изучил
Но в постели как навигатор
Все маршруты прокладывал быстро",4,ABCB,"['такси', 'изучил', 'навигатор', 'быстро']",1.0
208,Сгенерировано AI (Perplexity),"Я училась в институте
Там профессор был умён
На экзамен я пришла
Он мне пятку ставил член",4,ABCB,"['институте', 'умён', 'пришла', 'член']",1.0
213,Сгенерировано AI (Perplexity),"На рыбалку муж ходил
Говорил что щуку словит
А вернулся пьяный весь
От подруги пахнет сильно",4,ABCB,"['ходил', 'словит', 'весь', 'сильно']",1.0
296,Сгенерировано AI (Perplexity),"Парень мой работал на вокзале
Билеты продавал он людям
Но в постели как проводник
Все вагоны проверял будем",4,ABCB,"['вокзале', 'людям', 'проводник', 'будем']",1.0
458,Сгенерировано AI (Perplexity),"На концерте я сидела
Пианист играл красиво
Он меня за кулисы позвал
И на клавишах сыграл лихо",4,ABCB,"['сидела', 'красиво', 'позвал', 'лихо']",1.0
252,Сгенерировано AI (Perplexity),"Самогон у нас в деревне
Гонит каждая семья
А в субботу все собрались
И напились дружно вся",4,ABCB,"['деревне', 'семья', 'собрались', 'вся']",1.0
489,Сгенерировано AI (Perplexity),"Парень мой работал кожевником
Кожу выделывал мягко
Но в постели как мастер
Все швы сшивал отважно",4,ABCB,"['кожевником', 'мягко', 'мастер', 'отважно']",1.0
487,Сгенерировано AI (Perplexity),"Милый мой работал на мельнице
Муку сеял он старательно
Но в постели как мельник
Все помолы делал внимательно",4,ABCB,"['мельнице', 'старательно', 'мельник', 'внимательно']",1.0
304,Сгенерировано AI (Perplexity),"Милый мой работал в авиации
Самолёты водил он в небе
Но в постели как пилот
Все высоты брал он смело",4,ABCB,"['авиации', 'небе', 'пилот', 'смело']",1.0
351,Сгенерировано AI (Perplexity),"Парень мой работал в обсерватории
Галактики искал он дальние
Но в постели как астроном
Все вселенные познал крайние",4,ABCB,"['обсерватории', 'дальние', 'астроном', 'крайние']",1.0
270,Сгенерировано AI (Perplexity),"На свадьбе я гуляла
Тамада конкурсы проводил
Он меня к себе позвал
И свой приз вручил",4,ABCB,"['гуляла', 'проводил', 'позвал', 'вручил']",1.0
202,Сгенерировано AI (Perplexity),"Парень мой спортсмен по боксу
Кулаки его большие
Но в постели нежный очень
Гладит только все детали",4,ABCB,"['боксу', 'большие', 'очень', 'детали']",1.0
162,Сгенерировано AI (Perplexity),"Я в бане с мужиками
Веником себя парила
Все глазели на меня
Что я там им показала",4,ABCB,"['мужиками', 'парила', 'меня', 'показала']",1.0
44,Русские народные частушки.html,"Я корова хоть куда! 
Как венец мои рога
Кто меня проведает, 
Молочка отведает!",4,AABB,"['куда', 'рога', 'проведает', 'отведает']",1.0
218,Сгенерировано AI (Perplexity),"На танцах я познакомилась
С парнем высоким красивым
Он меня домой проводил
И показал свой рост истинный",4,ABCB,"['познакомилась', 'красивым', 'проводил', 'истинный']",1.0
402,Сгенерировано AI (Perplexity),"Милый мой работал трактористом
Поле пахал он умело
Но в постели как механик
Все детали крутил смело",4,ABCB,"['трактористом', 'умело', 'механик', 'смело']",1.0
191,Сгенерировано AI (Perplexity),"На дискотеку я пошла
Там познакомилась с Серёжей
Он меня домой проводил
И остался до утра тоже",4,ABCB,"['пошла', 'серёжей', 'проводил', 'тоже']",1.0
310,Сгенерировано AI (Perplexity),"На турбазе мы гуляли
Инструктор нам маршрут составлял
Он меня в лес увёл
И свой компас показал",4,ABCB,"['гуляли', 'составлял', 'увёл', 'показал']",1.0
260,Сгенерировано AI (Perplexity),"На пикнике мы гуляли
Шашлыки жарили дружно
А когда все наелись
Начались игры разные нужно",4,ABCB,"['гуляли', 'дружно', 'наелись', 'нужно']",1.0
106,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"А из-за леса, из-за гор 
показал мужик топор 
Но не просто показал — 
его к хую привязал!",4,AABB,"['гор', 'топор', 'показал', 'привязал']",1.0
